STATE,SITE_ID,COMMENTS,CONTROL,ORIGIN,TRAP_NUMBER,DATE_TRAP_SAMPLED,NUMBER_S.AGRILI_INDIVIDUALS,NUMBER_T.PLANIPENNISI_INDIVIDUALS,NUMBER_O.AGRILI,NUMBER_OF_S.AGRILI_CLUTCHES,NUMBER_OF_T.PLANIPENNISI_CLUTCHES,NUMBER_OF_ATANYCHOLUS,SAMPLE METHOD,NUMBER OF SAMPLES,POSSIBLE_EAB_PARASITOID_RECOVERED,DATE_SAMPLE_SHIPPED,SAMPLE_SHIPPED_TO,POINT_X,POINT_Y,COMMENTS_LAB,USER_ID,SITE_NAME,NUMBER_S.GALINAE_CLUTCHES
New Hampshire,"3,316",,0,Research,Gofftwn7,"7/18/2017, 8:00 PM",1,0,0,0,0,0,Yellow Pan Traps,15,Yes,"7/26/2017, 8:00 PM",Juli Gould,-71.56,43.05,,GarnasLaboratory,Plimpton rd.,0
New Hampshire,"3,318",,0,Research,Cntrbry7,"7/18/2017, 8:00 PM",1,0,0,0,0,0,Yellow Pan Traps,20,Yes,"7/26/2017, 8:00 PM",Juli Gould,-71.62,43.33,1 EAB,GarnasLaboratory,Brookford Farm,0
New Hampshire,"3,315",,0,Research,MdwPnd8,"7/25/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,"8/7/2017, 8:00 PM",Juli Gould,-71.41,43.41,,GarnasLaboratory,Meadow Pond State Forest,0
New Hampshire,"3,318",,0,Research,Cntrbry8,"7/25/2017, 8:00 PM",2,0,0,0,0,0,Yellow Pan Traps,20,Yes,"7/30/2017, 8:00 PM",Juli Gould,-71.62,43.33,,GarnasLaboratory,Brookford Farm,0
Ohio,,"These T. planipennisi were recovered from green ash at Wright State University, Ohio. I had cut the trees for a different experiment and recovered them. I sent them to Brighton Rearing Facility.",0,,Ash log,"10/26/2017, 8:00 PM",0,0,0,0,2,0,Tree Debarking,2,Yes,"12/19/2017, 7:00 PM",Ben Slager,-84.06,39.78,,donaldson77,,0
Colorado,"2,690",10 Tets and 9 others (Tet males or look-a-likes?),0,Program,R-03,"6/28/2017, 8:00 PM",0,17,0,0,0,0,Yellow Pan Traps,1,Yes,"8/29/2017, 8:00 PM",Juli Gould,-105.25,40,8 female and 9 male T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",17 Tets,0,,R-03,"7/2/2017, 8:00 PM",0,16,0,0,0,0,Yellow Pan Traps,1,Yes,"8/29/2017, 8:00 PM",Juli Gould,-105.25,40,16 female T. planipennisi confirmed by Juli Gould.,eabco,,0
Colorado,"2,690",null,0,,R-03,"7/9/2017, 8:00 PM",0,9,0,0,0,0,Yellow Pan Traps,1,Yes,"8/29/2017, 8:00 PM",Juli Gould,-105.25,40,8 female and 1 male T. planipennisi confirmed by Juli Gould.,eabco,,0
Colorado,,null,0,Program,R-03,"8/13/2017, 8:00 PM",1,2,0,0,0,0,Yellow Pan Traps,1,Yes,"8/29/2017, 8:00 PM",Juli Gould,-105.25,40,1 S. agrili confirmed with DNA analysis and 2 T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,,R-01,"7/2/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40,1 female T. planipennisi confirmed by Juli Gould.,eabco,,0
Colorado,"2,690",null,0,Program,R-25,"7/10/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40.01,1 male T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-26,"7/10/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40.01,2 female T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-03,"7/16/2017, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.25,40,1 female and 3 male T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-32,"7/16/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40.01,1 female T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,,null,0,Program,R-03,"7/23/2017, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.25,40,4 female T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-32,"7/23/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40.01,1 female T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-03,"7/30/2017, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.25,40,5 female T. planipennisi and one possible O. agrili sent for DNA analysis.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-01,"7/30/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40,1 female T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-32,"7/30/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40.01,2 male T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-03,"8/6/2017, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.25,40,4 female and 1 male T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-32,"8/6/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40.01,1 female T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-01,"7/9/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40,1 female T. planipennisi,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-03,"8/20/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.25,40,2 female T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,C-16,"8/29/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,0,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.23,40,1 female T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-03,"8/28/2017, 8:00 PM",0,6,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.25,40,6 female T. planipennisi.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-32,"9/4/2017, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40.01,3 female and 2 male T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-01,"9/4/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40,1 female T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-03,"9/12/2017, 8:00 PM",0,8,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.25,40,6 female and 2 male T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,C-57,"9/21/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.23,40.02,1 male T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-25,"9/21/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.26,40.01,1 female T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,"2,690",null,0,Program,R-21,"9/21/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.25,40.01,1 female T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Colorado,,null,0,,R-03,"9/21/2017, 8:00 PM",0,23,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.25,40,7 female and 16 male T. planipennisi confirmed by Juli Gould.,eabco,,0
Colorado,"2,690",null,0,Program,R-03,"7/2/2017, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,1,Yes,"12/4/2017, 7:00 PM",Juli Gould,-105.25,40,5 T. planipennisi confirmed by Juli Gould.,eabco,Boulder Creek,0
Connecticut,,Dr. Gould was visiting and she confirmed the identity while here.,0,,YPT-6-SG,"6/17/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/19/2017, 7:00 PM",Juli Gould,-72.9,41.43,see above,crutledge,,0
Connecticut,"2,594",Dr. Gould was visiting and confirmed the identity,0,Program,YPT-6-SG,"5/27/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,1,Yes,"12/19/2017, 7:00 PM",Juli Gould,-72.9,41.43,,crutledge,Sleeping Giant,0
,"2,734",,0,Program,Middleton,"10/24/2016, 8:00 PM",0,20,4,0,0,0,Logs in Tubes,183,Yes,,,-80.62,42.81,,gcjones,Middleton McConkey Tract,0
,"2,733",,0,Program,Ottawa,"10/27/2016, 8:00 PM",0,166,0,0,0,0,Logs in Tubes,141,Yes,,,-75.61,45.34,,gcjones,Ottawa,0
,"2,735",,0,Research,Wildwood,"10/4/2016, 8:00 PM",0,430,10,0,0,0,Logs in Tubes,138,Yes,,,-81.06,43.25,,gcjones,Wildwood CA,0
Minnesota,"2,474",About 95 tet larvae found in 5 clutches. Some larvae destroyed by sampling. Whole tree number 3 from 17 whole trees sampled. Green Ash. DBH=3.2,0,Program,FS03.2018,"2/26/2018, 7:00 PM",0,95,0,0,5,0,Tree Debarking,17,Yes,,,-93.19,44.89,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",43 tet larvae and 6 pupae recovered from 2 clutches. Some larvae destroyed by sampling. Whole tree number 4 from 17 whole trees sampled. Green ash. DBH = 2.7,0,Program,FS04.2018,"2/26/2018, 7:00 PM",0,49,0,0,2,0,Tree Debarking,17,Yes,,,-93.18,44.89,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",15 tet larvae recovered from 1 clutch. Whole tree number 12 from 17 whole trees sampled. Green ash. DBH = 3.4,0,Program,FS12.0218,"2/27/2018, 7:00 PM",0,15,0,0,1,0,Tree Debarking,17,Yes,,,-93.18,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"1,817",2 tet pupae in 1 clutch Whole tree number 6 from 10 whole trees sampled. Green ash. DBH = 3.2,0,Program,GRB6.2018,"1/23/2018, 7:00 PM",0,2,0,0,1,0,Tree Debarking,10,Yes,,,-91.41,43.95,,cmallet,Great River Bluffs State Park 1,0
Minnesota,"1,817",6 clutches of tet larvae. 62 adults and 81 larvae. Some larvae destroyed during sampling. Whole tree number 4 of 10 whole trees sampled. Green ash. DBH = 3.3,0,Program,GR4.2018,"1/23/2018, 7:00 PM",0,143,0,0,6,0,Tree Debarking,10,Yes,,,-91.4,43.95,,cmallet,Great River Bluffs State Park 1,0
Minnesota,"2,822",23 eggs collected from 8 trees 7.2 in dbh,0,Program,HF02.1117,"11/14/2017, 7:00 PM",0,0,1,0,0,0,Bark Sifting,23,Yes,"4/8/2018, 8:00 PM",Leah Bauer,-93.19,44.91,1 oob exit,cmallet,Hidden Falls Park,0
Minnesota,"2,712",93 eggs collected from 10 trees 13.3 in dbh tree,0,Program,SR04.1217,"12/17/2017, 7:00 PM",0,0,1,0,0,0,Bark Sifting,0,Yes,"4/8/2018, 8:00 PM",Leah Bauer,-93.14,44.91,1 oob exit,cmallet,Shepards Rd,0
Minnesota,"2,592",22 eggs collected from 6 trees. 5.4 in dbh tree,0,Program,LW04.0118,"1/8/2018, 7:00 PM",0,0,2,0,0,0,Bark Sifting,22,Yes,"4/8/2018, 8:00 PM",Leah Bauer,-91.65,44.04,1 oob exit and 1 failed oob parasitism,cmallet,Lake Winona,0
Minnesota,"2,592",22 eggs from 6 trees. 7.5 in dbh tree,0,Program,LW05.0118,"1/8/2018, 7:00 PM",0,0,1,0,0,0,Bark Sifting,22,Yes,"4/8/2018, 8:00 PM",Leah Bauer,-91.65,44.04,1 dead oob larva in egg,cmallet,Lake Winona,0
Minnesota,"2,472",109 eggs from 28 trees 8.6 in dbh tree,0,Program,GB05.0118,"1/23/2018, 7:00 PM",0,0,1,0,0,0,Bark Sifting,109,Yes,"4/8/2018, 8:00 PM",Leah Bauer,-91.39,43.93,"1- oobius exit; 1 unceratin, but appears to be dead oob larva with meconium but egg was smashed",cmallet,Great River Bluffs State Park 1,0
Minnesota,"2,472",109 eggs collected from 28 trees. 8.9 in dbh,0,Program,GB09.0118,"1/23/2018, 7:00 PM",0,0,2,0,0,0,Bark Sifting,109,Yes,"4/8/2018, 8:00 PM",Leah Bauer,-91.39,43.93,2- Oob exits,cmallet,Great River Bluffs State Park 2,0
Minnesota,"2,472",109 eggs collected from 28 trees. 6.7 in dbh tree,0,Program,GB10.0118,"4/8/2018, 8:00 PM",0,0,1,0,0,0,Bark Sifting,109,Yes,"4/8/2018, 8:00 PM",Leah Bauer,-91.39,43.93,1-Oob exit,cmallet,Great River Bluffs State Park Site 3,0
Minnesota,"2,474",297 eggs collected from 27 trees 5.4 in dbh tree,0,Program,FS07.0318,"3/1/2018, 7:00 PM",0,0,4,0,0,0,Bark Sifting,297,Yes,"4/8/2018, 8:00 PM",Leah Bauer,-93.19,44.89,2 oob adults emerged from two eggs while in dish; 1 oob exit but egg damaged; 1 dead oob larva,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",297 eggs collected from 27 eggs. 7.8 in dbh tree,0,Program,FS12.0318,"3/1/2018, 7:00 PM",0,0,1,0,0,0,Bark Sifting,297,Yes,"4/8/2018, 8:00 PM",Leah Bauer,-93.18,44.89,1 dead oob adult in egg,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",297 eggs collected from 27 trees 9.2 in dbh tree,0,Program,FS13.0318,"3/1/2018, 7:00 PM",0,0,1,0,0,0,Bark Sifting,297,Yes,"4/8/2018, 8:00 PM",Leah Bauer,-93.18,44.89,Likely oob. Appears to be exit hole and meconium but not positive,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",297 eggs collected from 27 trees 9.1 in dbh tree,0,Program,FS15.0218,"3/1/2018, 7:00 PM",0,0,1,0,0,0,Bark Sifting,297,Yes,"4/8/2018, 8:00 PM",Leah Bauer,-93.18,44.89,1- oob exit,cmallet,Fort Snelling Hillside Hwy 5,0
Michigan,"2,656",Tets emerged from logs reared in tubes. 15 logs collected from tree and Tets emerged from one log. Tree was a 13cm dbh white ash. Emerged from log that was 1m high along tree bole.,0,Program,Tree 25-1,"5/18/2017, 8:00 PM",0,0,0,0,2,0,Logs in Tubes,15,Yes,"6/4/2017, 8:00 PM",Bauer lab,-85.33,45.11,DNA extracted by Erin Morris,tpetrice,Eastport Haack,0
Minnesota,"2,957",10.7 in dbh tree,0,Program,WP.07,"12/12/2017, 7:00 PM",0,0,1,0,0,0,Bark Sifting,8,Yes,,Leah Bauer,-93.11,44.99,1 oob exit,cmallet,Wheelock Pkwy,0
Virginia,"2,795",NYDT-013: 1 Tetrastichus NYDT-008: 1 Atanycolus YDT-003: 1 Tetrastichus NYDT-001: 1 Tetrastichus,0,Program,DT-YPT,"5/9/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,"9/4/2018, 8:00 PM",Juli Gould,-77.55,38.84,1 female T. planipennisi confirmed by J. Gould,tmcgonegal,Davis Tract,0
Wisconsin,"2,794","ID by Bill McNee, WI DNR (bill.mcnee@wisconsin.gov)",0,Program,Racine,"10/17/2018, 8:00 PM",0,65,0,0,4,0,Tree Debarking,1,Yes,,,-87.82,42.74,,billmcnee,Colonial Park,0
Wisconsin,"2,799","ID by Bill McNee, WI DNR (bill.mcnee@wisconsin.gov)",0,Program,NewBerlin,"10/15/2018, 8:00 PM",0,55,0,0,4,0,Tree Debarking,1,Yes,,,-88.1,43,,billmcnee,Lions Park,0
New Hampshire,"3,032",91 eggs recovered from 2 trees 39 eggs parasitized,0,Program,hop1,"11/6/2018, 7:00 PM",0,0,17,0,0,0,Bark Sifting,2,Yes,,,-71.68,43.2,Oobius confirmed with DNA test (Juli Gould),MollyHeuss,Hopkinton,0
Minnesota,"2,474",Vial label : YPT FS 8-22-18,0,Program,YPTFS,"8/21/2018, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.18,44.89,T. planipennisi confirmed (Juli Gould),cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",Vial label : FS05 8-30-18,0,Program,YPTFS,"8/29/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.18,44.89,T. planipennisi confirmed (Juli Gould),cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",Vial label : FS05 9-6-18,0,Program,YPTFS,"9/5/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.18,44.89,T. planipennisi confirmed (Juli Gould),cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",Vial label : FS07 7-23-18,0,Program,YPTFS,"7/22/2018, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.18,44.89,T. planipennisi confirmed (Juli Gould),cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",Vial label : FS10 9-13-2018,0,Program,YPTFS,"9/12/2018, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.18,44.89,T. planipennisi confirmed (Juli Gould),cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",Vial label : FS13 6-11-18,0,Program,YPTFS,"6/10/2018, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.18,44.89,T. planipennisi confirmed (Juli Gould),cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",Vial label : FS13 6-18-18,0,Program,YPTFS,"6/17/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.18,44.89,T. planipennisi confirmed (Juli Gould),cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",Vial label : FS17 7-9-18,0,Program,YPTFS,"7/8/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.18,44.88,T. planipennisi confirmed (Juli Gould),cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"1,818",Vial label : GRB02 8-14-18,0,Program,YPTGRB,"8/13/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB03 6-12-18,0,Program,YPTGRB,"6/11/2018, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB08 7-10-18,0,Program,YPTGRB,"7/9/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.41,43.95,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB09 7-24-18,0,Program,YTPGRB,"7/23/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.41,43.95,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB11 6-19-18,0,Program,YPTGRB,"6/18/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial Label : GRB11 6-26-18,0,Program,YPTGRB,"6/25/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB11 7-17-18,0,Program,YPTGRB,"7/16/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB11 8-1-18,0,Program,YPTGRB,"7/31/2018, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB11 8-7-18,0,Program,YPTGRB,"8/6/2018, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB11 8-14-18,0,Program,YPTGRB,"8/13/2018, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB11 9-4-18,0,Program,YPTGRB,"9/3/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB13 6-19-18,0,Program,YPTGRB,"6/8/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB13 7-10-18,0,Program,YPTGRB,"7/9/2018, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB13 7-24-18,0,Program,YPTGRB,"7/23/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB13 8-1-18,0,Program,YPTGRB,"7/31/2018, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB 8-7-18,0,Program,YPTGRB,"8/6/2018, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB13 8-28-18,0,Program,YPTGRB,"8/27/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB13 9-4-18,0,Program,YPTGRB,"9/3/2018, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB14 7-5-18,0,Program,YPTGRB,"7/4/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB14 7-10-18,0,Program,YPTGRB,"7/9/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB14 8-7-18,0,Program,YPTGRB,"8/6/2018, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Label Vial : GRB14 8-21-18,0,Program,YPTGRB,"8/20/2018, 8:00 PM",0,6,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB14 9-14-18,0,Program,YPTGRB,"9/13/2018, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB15 6-5-18,0,Program,YPTGRB,"6/4/2018, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.94,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial label : GRB17 6-19-18,0,Program,YPTGRB,"6/18/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.95,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
